symbol;available_exchanges;currency_base;currency_quote
"NSD/USD";"[""Synthetic""]";"Nasdacoin";"US Dollar"
"NTC/USD";"[""Synthetic""]";"Natcoin";"US Dollar"
"NTK/BTC";"[""YoBit""]";"Neurotoken";"Bitcoin"
"NTK/ETH";"[""HitBTC""]";"Neurotoken";"Ethereum"
"NTK/USD";"[""Synthetic""]";"Neurotoken";"US Dollar"
"NTO/USD";"[""Synthetic""]";"Fujinto";"US Dollar"
"NTRN/BTC";"[""Graviex""]";"Neutron";"Bitcoin"
"NTRN/USD";"[""Synthetic""]";"Neutron";"US Dollar"
"NTWK/USD";"[""Synthetic""]";"Network Token";"US Dollar"
"NU/EUR";"[""Coinbase Pro""]";"NuCypher";"Euro"
"NULS/BTC";"[""Binance"",""Kucoin""]";"Nuls";"Bitcoin"
"NULS/ETH";"[""Kucoin"",""OKEx""]";"Nuls";"Ethereum"
"NULS/USD";"[""Binance"",""OKEx""]";"NULS";"US Dollar"
"NU/USD";"[""Coinbase Pro""]";"NuCypher";"US Dollar"
"NVC/BTC";"[""YoBit""]";"Novacoin";"Bitcoin"
"NVC/USD";"[""Synthetic""]";"Novacoin";"US Dollar"
"NXC/USD";"[""Synthetic""]";"Nexium";"US Dollar"
"NXS/BTC";"[""Bittrex""]";"Nexus";"Bitcoin"
"NXS/USD";"[""Synthetic""]";"Nexus";"US Dollar"
"NXT/BTC";"[""Bittrex"",""HitBTC""]";"Nxt";"Bitcoin"
"NXT/ETH";"[""HitBTC""]";"Nxt";"Ethereum"
"NXT/USD";"[""HitBTC""]";"Nxt";"US Dollar"
"NYAN/USD";"[""Synthetic""]";"Nyancoin";"US Dollar"
"NYC/USD";"[""YoBit""]";"NewYorkCoin";"US Dollar"
"OAX/BTC";"[""Binance""]";"OAX";"Bitcoin"
"OAX/ETH";"[""Gate.io""]";"OAX";"Ethereum"
"OAX/USD";"[""Synthetic""]";"OAX";"US Dollar"
"OBITS/BTC";"[""Livecoin""]";"OBITS";"Bitcoin"
"OBITS/USD";"[""Synthetic""]";"OBITS";"US Dollar"
"OCEANp/BTC";"[""Binance""]";"Ocean Protocol";"Bitcoin"
"OCEANp/USD";"[""Binance""]";"Ocean Protocol";"US Dollar"
"OCN/BITCNY";"[""CoinTiger""]";"Odyssey";"bitCNY"
"OCN/BTC";"[""CoinTiger"",""Huobi""]";"Odyssey";"Bitcoin"
"OCN/ETH";"[""Huobi""]";"Odyssey";"Ethereum"
"OCN/USD";"[""Gate.io"",""Huobi"",""Synthetic""]";"Odyssey";"US Dollar"
"OCOW/USD";"[""Synthetic""]";"OCOW";"US Dollar"
"OCT/ETH";"[""BigONE""]";"OracleChain";"Ethereum"
"OCT/USD";"[""Synthetic""]";"OracleChain";"US Dollar"
"ODE/USD";"[""Ethfinex""]";"ODEM";"US Dollar"
"ODN/USD";"[""Synthetic""]";"Obsidian";"US Dollar"
"OGN/BTC";"[""Binance""]";"Origin Protocol";"Bitcoin"
"OGN/USD";"[""Binance"",""MXC""]";"Origin Protocol";"US Dollar"
"OKB/BTC";"[""OKEx""]";"OKB";"Bitcoin"
"OK/BTC";"[""Bittrex""]";"OKCash";"Bitcoin"
"OKB/USD";"[""OKEx""]";"OKB";"US Dollar"
"OK/USD";"[""Synthetic""]";"OKCash";"US Dollar"
"OLT/BTC";"[""Kucoin""]";"OneLedger";"Bitcoin"
"OLT/ETH";"[""Kucoin""]";"OneLedger";"Ethereum"
"OLT/USD";"[""Synthetic""]";"OneLedger";"US Dollar"
"OMC/BTC";"[""YoBit""]";"Omicron";"Bitcoin"
"OMC/USD";"[""Synthetic""]";"Omicron";"US Dollar"
"OMG/AUD";"[""BTC Markets""]";"OmiseGO";"Australian Dollar"
"OMG/BTC";"[""Binance"",""OKEx""]";"OmiseGO";"Bitcoin"
"OMG/ETH";"[""Binance"",""Huobi""]";"OmiseGO";"Ethereum"
"OMG/EUR";"[""Coinbase Pro"",""Kraken""]";"OMG Network";"Euro"
"OMG/INR";"[""Bitbns""]";"OmiseGO";"Indian Rupee"
"OMG/KRW";"[""Bithumb"",""Upbit""]";"OmiseGO";"Korean Won"
"OMG/THB";"[""Bitkub""]";"OmiseGO";"Thai Baht"
"OMG/TRY";"[""Paribu""]";"OMG Network";"Turkish Lira"
"OMG/USD";"[""Binance"",""Huobi"",""ZB.COM""]";"OmiseGO";"US Dollar"
"OMNI/USD";"[""Bitfinex""]";"Omni";"US Dollar"
"ONE/BNB";"[""Binance""]";"Harmony";"Binance Coin"
"ONE/BTC";"[""Binance""]";"Harmony";"Bitcoin"
"ONE/USD";"[""Binance""]";"Harmony";"US Dollar"
"ONION/BTC";"[""STEX""]";"DeepOnion";"Bitcoin"
"ONION/USD";"[""Synthetic""]";"DeepOnion";"US Dollar"
"ONT/BTC";"[""Binance"",""OKEx""]";"Ontology";"Bitcoin"
"ONT/ETH";"[""Bibox"",""Binance""]";"Ontology";"Ethereum"
"ONT/TRY";"[""Paribu""]";"Ontology";"Turkish Lira"
"ONT/USD";"[""Huobi"",""OKEx"",""Synthetic""]";"Ontology";"US Dollar"
"ONX/USD";"[""Synthetic""]";"Onix";"US Dollar"
"OPAL/BTC";"[""YoBit""]";"Opal";"Bitcoin"
"OPAL/USD";"[""Synthetic""]";"Opal";"US Dollar"
"OP/BTC";"[""YoBit""]";"Operand";"Bitcoin"
"OPCT/BTC";"[""Kucoin""]";"Opacity";"Bitcoin"
"OPCT/ETH";"[""Kucoin""]";"Opacity";"Ethereum"
"OPCT/USD";"[""Synthetic""]";"Opacity";"US Dollar"
"OPC/USD";"[""Synthetic""]";"OP Coin";"US Dollar"
"OPES/BTC";"[""YoBit""]";"Opescoin";"Bitcoin"
"OPES/USD";"[""Synthetic""]";"Opescoin";"US Dollar"
"OPm/BTC";"[""Binance""]";"Optimism";"Bitcoin"
"OPm/CAD";"[""Synthetic""]";"Optimism";"Canadian Dollar"
"OPm/USD";"[""Huobi"",""Kucoin""]";"Optimism";"US Dollar"
"OPT/BTC";"[""HitBTC""]";"Opus";"Bitcoin"
"OPTI/BTC";"[""BTC-Alpha""]";"OptiToken";"Bitcoin"
"OPTI/USD";"[""Synthetic""]";"OptiToken";"US Dollar"
"OPT/USD";"[""Synthetic""]";"Opus";"US Dollar"
"OP/USD";"[""Coinbase Pro""]";"Operand";"US Dollar"
"ORB/BTC";"[""FreiExchange""]";"Orbitcoin";"Bitcoin"
"ORB/USD";"[""Synthetic""]";"Orbitcoin";"US Dollar"
"ORLY/BTC";"[""YoBit""]";"Orlycoin";"Bitcoin"
"ORLY/USD";"[""Synthetic""]";"Orlycoin";"US Dollar"
"ORMEUS/BTC";"[""HitBTC""]";"Ormeus Coin";"Bitcoin"
"ORMEUS/USD";"[""Synthetic""]";"Ormeus Coin";"US Dollar"
"OS76/USD";"[""Synthetic""]";"OsmiumCoin";"US Dollar"
"OSMO/USD";"[""Binance""]";"Osmosis";"US Dollar"
"OST/USD";"[""Gate.io""]";"Simple Token";"US Dollar"
"OTN/BTC";"[""YoBit""]";"Open Trading Network";"Bitcoin"
"OTN/USD";"[""Synthetic""]";"Open Trading Network";"US Dollar"
"OXT/BTC";"[""Kraken""]";"Orchid";"Bitcoin"
"OXT/EUR";"[""Kraken""]";"Orchid";"Euro"
"OXT/USD";"[""Coinbase Pro"",""OKEx""]";"Orchid";"US Dollar"
"P7C/USD";"[""Synthetic""]";"P7Coin";"US Dollar"
"PAC/BTC";"[""Graviex""]";"PAC Global";"Bitcoin"
"PAC/DOGE";"[""Graviex""]";"PAC Global";"Dogecoin"
"PAC/LTC";"[""Graviex""]";"PAC Global";"Litecoin"
"PAC/USD";"[""Synthetic""]";"PAC Global";"US Dollar"
"PAIp/BTC";"[""Huobi""]";"Project Pai";"Bitcoin"
"PAIp/ETH";"[""Huobi""]";"Project Pai";"Ethereum"
"PAIp/USD";"[""Huobi""]";"Project Pai";"US Dollar"
"PAK/BTC";"[""YoBit""]";"Pakcoin";"Bitcoin"
"PAK/USD";"[""YoBit""]";"Pakcoin";"US Dollar"
"PART/BTC";"[""Bittrex""]";"Particl";"Bitcoin"
"PART/USD";"[""Synthetic""]";"Particl";"US Dollar"
"PASC/BTC";"[""TOKOK""]";"Pascal";"Bitcoin"
"PASC/USD";"[""Synthetic""]";"Pascal Coin";"US Dollar"
"PASL/USD";"[""Synthetic""]";"Pascal Lite";"US Dollar"
"PAX/BTC";"[""OKEx"",""Upbit""]";"Paxos Standard Token";"Bitcoin"
"PAXG/BTC";"[""Binance""]";"PAX Gold";"Bitcoin"
"PAXG/CAD";"[""Synthetic""]";"PAX Gold";"Canadian Dollar"
"PAXG/USD";"[""Binance""]";"PAX Gold";"US Dollar"
"PAX/USD";"[""Binance"",""BitMart"",""Coinbase Pro""]";"Pax Dollar";"US Dollar"
"PAY/BTC";"[""Huobi"",""OKEx""]";"TenX";"Bitcoin"
"PAY/ETH";"[""Gate.io"",""Huobi""]";"TenX";"Ethereum"
"PAYP/USD";"[""Synthetic""]";"PayPeer";"US Dollar"
"PAY/USD";"[""Gate.io"",""OKEx""]";"TenX";"US Dollar"
"PAYX/BTC";"[""Mercatox""]";"Paypex";"Bitcoin"
"PAYX/ETH";"[""Mercatox""]";"Paypex";"Ethereum"
"PAYX/USD";"[""Synthetic""]";"Paypex";"US Dollar"
"PBT/BTC";"[""HitBTC""]";"Primalbase Token";"Bitcoin"
"PBT/USD";"[""Synthetic""]";"Primalbase Token";"US Dollar"
"PCL/BTC";"[""Hotbit""]";"Peculium";"Bitcoin"
"PCL/ETH";"[""Hotbit""]";"Peculium";"Ethereum"
"PCN/DOGE";"[""C-Patex""]";"PeepCoin";"Dogecoin"
"PCN/USD";"[""Synthetic""]";"PeepCoin";"US Dollar"
"PCOIN/USD";"[""Synthetic""]";"Pioneer Coin";"US Dollar"
"PCS/USD";"[""Synthetic""]";"Pabyosi Coin (Special)";"US Dollar"
"PDC/USD";"[""Synthetic""]";"Project Decorum";"US Dollar"
"pDOTn/BTC";"[""Binance"",""Kraken""]";"Polkadot";"Bitcoin"
"pDOTn/CAD";"[""Synthetic""]";"Polkadot";"Canadian Dollar"
"pDOTn/EUR";"[""Binance"",""Kraken""]";"Polkadot";"Euro"
"pDOTn/GBP";"[""Binance"",""Coinbase Pro""]";"Polkadot";"British Pound"
"pDOTn/INR";"[""Bitbns""]";"Polkadot";"Indian Rupee"
"pDOTn/TRY";"[""Bitexen"",""BTCTurk"",""Paribu""]";"Polkadot";"Turkish Lira"
"pDOTn/USD";"[""Binance"",""Kraken""]";"Polkadot";"US Dollar"
"PENG/USD";"[""Synthetic""]";"Penguin Coin";"US Dollar"
"PEOPLE/BTC";"[""Binance""]";"ConstitutionDAO";"Bitcoin"
"PEOPLE/USD";"[""Binance"",""Gate.io"",""Huobi""]";"ConstitutionDAO";"US Dollar"
"PEPE/USD";"[""Binance""]";"Pepe";"US Dollar"
"PERP/BTC";"[""Binance""]";"Perpetual Protocol";"Bitcoin"
"PERP/USD";"[""Binance""]";"Perpetual Protocol";"US Dollar"
"PEX/BTC";"[""YoBit""]";"PosEx";"Bitcoin"
"PEXT/DOGE";"[""YoBit""]";"Prime-Ex Perpetual";"Dogecoin"
"PEXT/ETH";"[""YoBit""]";"Prime-Ex Perpetual";"Ethereum"
"PEXT/RUB";"[""YoBit""]";"Prime-Ex Perpetual";"Russian Ruble"
"PEXT/USD";"[""YoBit""]";"Prime-Ex Perpetual";"US Dollar"
"PEXT/WAVES";"[""YoBit""]";"Prime-Ex Perpetual";"Waves"
"PEX/USD";"[""Synthetic""]";"PosEx";"US Dollar"
"PGL/USD";"[""Synthetic""]";"Prospectors Gold";"US Dollar"
"Phantomx/USD";"[""Kraken""]";"Phantomx";"US Dollar"
"PHB/BTC";"[""Binance""]";"Red Pulse Phoenix";"Bitcoin"
"PHO/LTC";"[""C-Patex""]";"Photon";"Litecoin"
"PHO/USD";"[""Synthetic""]";"Photon";"US Dollar"
"PHR/BTC";"[""Crex24""]";"Phore";"Bitcoin"
"PHR/USD";"[""Synthetic""]";"Phore";"US Dollar"
"PHX/BTC";"[""Huobi""]";"Red Pulse Phoenix";"Bitcoin"
"PHX/ETH";"[""HitBTC""]";"Phoenix Global";"Ethereum"
"PHX/EUR";"[""Synthetic""]";"Red Pulse Phoenix";"Euro"
"PHX/USD";"[""Synthetic""]";"Red Pulse Phoenix";"US Dollar"
"PIE/USD";"[""Synthetic""]";"PIECoin";"US Dollar"
"PIGGY/USD";"[""Synthetic""]";"Piggycoin";"US Dollar"
"PING/BTC";"[""Tidex"",""YoBit""]";"CryptoPing";"Bitcoin"
"PING/USD";"[""Synthetic""]";"CryptoPing";"US Dollar"
"PINK/BTC";"[""Bittrex"",""SouthXchange""]";"Pinkcoin";"Bitcoin"
"PINK/USD";"[""Synthetic""]";"Pinkcoin";"US Dollar"
"PIRL/USD";"[""Synthetic""]";"Pirl";"US Dollar"
"PI/USD";"[""Bibox"",""Gate.io""]";"Plian";"US Dollar"
"PIVX/BTC";"[""Binance"",""Bittrex""]";"PIVX";"Bitcoin"
"PIVX/ETH";"[""Binance"",""Kucoin""]";"PIVX";"Ethereum"
"PIVX/USD";"[""Synthetic""]";"PIVX";"US Dollar"
"PIX/USD";"[""Synthetic""]";"Lampix";"US Dollar"
"PKB/BTC";"[""YoBit""]";"ParkByte";"Bitcoin"
"PKB/USD";"[""Synthetic""]";"ParkByte";"US Dollar"
"PKT/BTC";"[""HitBTC"",""Mercatox""]";"Playkey";"Bitcoin"
"PKT/ETH";"[""HitBTC"",""Mercatox""]";"Playkey";"Ethereum"
"PKT/USD";"[""Synthetic""]";"Playkey";"US Dollar"
"PLACO/USD";"[""Synthetic""]";"PlayerCoin";"US Dollar"
"PLBT/BTC";"[""HitBTC"",""YoBit""]";"Polybius";"Bitcoin"
"PLBT/USD";"[""Synthetic""]";"Polybius";"US Dollar"
"PLC/USD";"[""Synthetic""]";"PlusCoin";"US Dollar"
"PLNC/BTC";"[""YoBit""]";"PLNcoin";"Bitcoin"
"PLNC/USD";"[""Synthetic""]";"PLNcoin";"US Dollar"
"PLR/BTC";"[""HitBTC""]";"Pillar";"Bitcoin"
"PLR/ETH";"[""HitBTC""]";"Pillar";"Ethereum"
"PLR/USD";"[""HitBTC""]";"Pillar";"US Dollar"
"PLTC/USD";"[""HitBTC"",""Synthetic""]";"PlatonCoin";"US Dollar"
"Pluton/USD";"[""Kraken""]";"Pluton";"US Dollar"
"PMA/BTC";"[""Bittrex"",""HitBTC""]";"PumaPay";"Bitcoin"
"PMA/ETH";"[""HitBTC""]";"PumaPay";"Ethereum"
"PMA/USD";"[""HitBTC"",""Synthetic""]";"PumaPay";"US Dollar"
"PMNT/USD";"[""Synthetic""]";"Paymon";"US Dollar"
"PND/ETH";"[""Altilly""]";"Pandacoin";"Ethereum"
"PND/USD";"[""Synthetic""]";"Pandacoin";"US Dollar"
"PNK/ETH";"[""Bitfinex""]";"Kleros";"Ethereum"
"PNK/USD";"[""Synthetic""]";"Kleros";"US Dollar"
"POA/BTC";"[""Binance""]";"POA Network";"Bitcoin"
"POA/ETH";"[""HitBTC""]";"POA";"Ethereum"
"POA/USD";"[""Synthetic""]";"POA Network";"US Dollar"
"POE/BTC";"[""HitBTC""]";"Po.et";"Bitcoin"
"POE/ETH";"[""HitBTC""]";"Po.et";"Ethereum"
"POE/USD";"[""Synthetic""]";"Po.et";"US Dollar"
"POKE/USD";"[""Synthetic""]";"PokeCoin";"US Dollar"
"POLIS/USD";"[""Gate.io""]";"Star Atlas DAO";"US Dollar"
"POLS/BTC";"[""Binance""]";"Polkastarter";"Bitcoin"
"POLS/USD";"[""Binance""]";"Polkastarter";"US Dollar"
"POLY/BTC";"[""Binance"",""Huobi""]";"Polymath";"Bitcoin"
"POLY/ETH";"[""HitBTC"",""Huobi""]";"Polymath";"Ethereum"
"POLY/KRW";"[""Upbit""]";"Polymath";"Korean Won"
"POLY/USD";"[""Synthetic""]";"Polymath";"US Dollar"
"POND/BTC";"[""Binance""]";"Marlin";"Bitcoin"
"POND/USD";"[""Binance"",""Gate.io"",""KuCoin""]";"Marlin";"US Dollar"
"PONZI/BTC";"[""YoBit""]";"PonziCoin";"Bitcoin"
"PONZI/USD";"[""Synthetic""]";"PonziCoin";"US Dollar"
"POP/ETH";"[""Crex24""]";"PopularCoin";"Ethereum"
"POP/USD";"[""Synthetic""]";"PopularCoin";"US Dollar"
"PORTO/BTC";"[""Binance""]";"FC Porto Fan Token";"Bitcoin"
"PORTO/EUR";"[""Binance""]";"FC Porto Fan Token";"Euro"
"PORTO/TRY";"[""Binance""]";"FC Porto Fan Token";"Turkish Lira"
"PORTO/USD";"[""Binance""]";"FC Porto Fan Token";"US Dollar"
"POST/BTC";"[""YoBit""]";"PostCoin";"Bitcoin"
"POST/USD";"[""Synthetic""]";"PostCoin";"US Dollar"
"POS/USD";"[""Synthetic""]";"PoSToken";"US Dollar"
"POSW/BTC";"[""YoBit""]";"PoSW Coin";"Bitcoin"
"POSW/USD";"[""Synthetic""]";"PoSW Coin";"US Dollar"
"POT/BTC";"[""Bittrex""]";"PotCoin";"Bitcoin"
"POT/USD";"[""Synthetic""]";"PotCoin";"US Dollar"
"POWR/AUD";"[""BTC Markets""]";"Power Ledger";"Australian Dollar"
"POWR/BTC";"[""Binance"",""Bitrue""]";"Power Ledger";"Bitcoin"
"POWR/ETH";"[""Binance"",""Bitrue""]";"Power Ledger";"Ethereum"
"POWR/KRW";"[""Bithumb"",""Upbit""]";"Power Ledger";"Korean Won"
"POWR/USD";"[""Gate.io"",""Synthetic""]";"Power Ledger";"US Dollar"
"PPC/BTC";"[""Bittrex"",""HitBTC""]";"Peercoin";"Bitcoin"
"PPC/USD";"[""HitBTC""]";"Peercoin";"US Dollar"
"PPP/BTC";"[""Liquid""]";"PayPie";"Bitcoin"
"PPP/USD";"[""Synthetic""]";"PayPie";"US Dollar"
"PPT/BTC";"[""Binance"",""Kucoin""]";"Populous";"Bitcoin"
"PPT/ETH";"[""HitBTC"",""Kucoin""]";"Populous";"Ethereum"
"PPT/EUR";"[""Synthetic""]";"Populous";"Euro"
"PPT/USD";"[""OKEx"",""Synthetic""]";"Populous";"US Dollar"
"PRE/BTC";"[""HitBTC""]";"Presearch";"Bitcoin"
"PRE/ETH";"[""HitBTC""]";"Presearch";"Ethereum"
"PRES/BTC";"[""Livecoin""]";"President Trump";"Bitcoin"
"PRES/USD";"[""Synthetic""]";"President Trump";"US Dollar"
"PRE/USD";"[""Synthetic""]";"Presearch";"US Dollar"
"PRG/BTC";"[""YoBit""]";"Paragon";"Bitcoin"
"PRG/ETH";"[""YoBit""]";"Paragon";"Ethereum"
"PRG/USD";"[""Synthetic""]";"Paragon";"US Dollar"
"PRIMU/USD";"[""Synthetic""]";"Primulon";"US Dollar"
"PRIV/BTC";"[""Crex24""]";"PRiVCY";"Bitcoin"
"PRIV/USD";"[""Synthetic""]";"PRiVCY";"US Dollar"
"PRIX/BTC";"[""Mercatox"",""YoBit""]";"Privatix";"Bitcoin"
"PRIX/USD";"[""Synthetic""]";"Privatix";"US Dollar"
"PRM/USD";"[""Synthetic""]";"PrismChain";"US Dollar"
"PRN/USD";"[""Synthetic""]";"Protean";"US Dollar"
"PRO/BTC";"[""Huobi""]";"Propy";"Bitcoin"
"PRO/ETH";"[""Huobi""]";"Propy";"Ethereum"
"PROM/BTC";"[""Binance""]";"Prometeus";"Binance USD"
"PROM/BUSD";"[""Binance""]";"Prometeus";"Binance USD"
"PROM/USD";"[""Synthetic""]";"Prometeus";"US Dollar"
"PRO/USD";"[""Synthetic""]";"Propy";"US Dollar"
"PRS/BTC";"[""BigONE""]";"PressOne";"Bitcoin"
"PRS/ETH";"[""BigONE""]";"PressOne";"Ethereum"
"PRS/USD";"[""BigONE"",""Synthetic""]";"PressOne";"US Dollar"
"PRX/USD";"[""Synthetic""]";"Printerium";"US Dollar"
"PST/BTC";"[""OKEx""]";"Primas";"Bitcoin"
"PST/ETH";"[""Gate.io""]";"Primas";"Ethereum"
"PST/USD";"[""Gate.io"",""OKEx""]";"Primas";"US Dollar"
"PSY/BTC";"[""YoBit""]";"Psilocybin";"Bitcoin"
"PSY/USD";"[""Synthetic""]";"Psilocybin";"US Dollar"
"PTD/BTC";"[""SouthXchange""]";"Peseta Digital";"Bitcoin"
"PTD/USD";"[""Synthetic""]";"Peseta Digital";"US Dollar"
"PTOY/BTC";"[""Bittrex"",""HitBTC""]";"Patientory";"Bitcoin"
"PTOY/ETH";"[""HitBTC""]";"Patientory";"Ethereum"
"PTOY/USD";"[""Synthetic""]";"Patientory";"US Dollar"
"PTT/ETH";"[""CoinTiger""]";"Proton Token";"Ethereum"
"PTT/USD";"[""Synthetic""]";"Proton Token";"US Dollar"
"PULSE/BTC";"[""YoBit""]";"Pulse";"Bitcoin"
"PULSE/USD";"[""Synthetic""]";"Pulse";"US Dollar"
"PURE/USD";"[""Synthetic""]";"Pure";"US Dollar"
"PUT/USD";"[""Livecoin""]";"PutinCoin";"US Dollar"
"PX/BTC";"[""YoBit""]";"PX";"Bitcoin"
"PXI/BTC";"[""YoBit""]";"Prime-XI";"Bitcoin"
"PXI/USD";"[""Synthetic""]";"Prime-XI";"US Dollar"
"PX/USD";"[""Synthetic""]";"PX";"US Dollar"
"PYR/BTC";"[""Binance""]";"Vulcan Forged PYR";"Bitcoin"
"PYR/USD";"[""Binance"",""Gate.io"",""KuCoin""]";"Vulcan Forged PYR";"US Dollar"
"PZM/BTC";"[""Hotbit""]";"PRIZM";"Bitcoin"
"PZM/ETH";"[""Hotbit""]";"PRIZM";"Ethereum"
"PZM/RUB";"[""PrizmBit""]";"PRIZM";"Russian Ruble"
"PZM/USD";"[""BTC-Alpha"",""Hotbit""]";"PRIZM";"US Dollar"
"Q2C/USD";"[""Synthetic""]";"QubitCoin";"US Dollar"
"QASH/AUD";"[""QUOINE""]";"QASH";"Australian Dollar"
"QASH/BTC";"[""Hotbit"",""Huobi"",""QUOINE""]";"QASH";"Bitcoin"
"QASH/ETH";"[""Hotbit"",""Huobi""]";"QASH";"Ethereum"
"QASH/EUR";"[""QUOINE""]";"QASH";"Euro"
"QASH/JPY";"[""QUOINE""]";"QASH";"Japanese Yen"
"QASH/SGD";"[""QUOINE""]";"QASH";"Singapore Dollar"
"QASH/USD";"[""Gate.io"",""QUOINE""]";"QASH";"US Dollar"
"QAU/USD";"[""Synthetic""]";"Quantum";"US Dollar"
"QBC/BTC";"[""YoBit""]";"Quebecoin";"Bitcoin"
"QBC/USD";"[""Synthetic""]";"Quebecoin";"US Dollar"
"QBIT/USD";"[""p2pb2b""]";"Qubitica";"US Dollar"
"QBT/ETH";"[""Gate.io""]";"Qbao";"Ethereum"
"QBT/USD";"[""Gate.io""]";"Qbao";"US Dollar"
"QKC/BTC";"[""Binance"",""Kucoin""]";"QuarkChain";"Bitcoin"
"QKC/ETH";"[""Binance"",""Hotbit""]";"QuarkChain";"Ethereum"
"QKC/KRW";"[""Upbit""]";"QuarkChain";"Korean Won"
"QKC/USD";"[""DragonEX"",""Gate.io""]";"QuarkChain";"US Dollar"
"QLC/BTC";"[""Binance"",""Gate.io""]";"QLINK";"Bitcoin"
"QLC/ETH";"[""Binance"",""Gate.io""]";"QLINK";"Ethereum"
"QLC/USD";"[""Gate.io"",""Synthetic""]";"QLINK";"US Dollar"
"QNT/BTC";"[""Bittrex"",""Hotbit""]";"Quant";"Bitcoin"
"QNT/ETH";"[""Hotbit"",""IDEX""]";"Quant";"Ethereum"
"QNT/USD";"[""Binance"",""Coinbase Pro"",""Synthetic""]";"Quant";"US Dollar"
"QRDO/ETH";"[""KuCoin""]";"Qredo";"Ethereum"
"QRDO/USD";"[""Gate.io"",""KuCoin""]";"Qredo";"US Dollar"
"QRK/USD";"[""Synthetic""]";"Quark";"US Dollar"
"QRL/BTC";"[""Bittrex""]";"Quantum Resistant Ledger ";"Bitcoin"
"QRL/USD";"[""Synthetic""]";"Quantum Resistant Ledger";"US Dollar"
"QSP/BTC";"[""Binance"",""Huobi""]";"Quantstamp";"Bitcoin"
"QSP/ETH";"[""Binance"",""Gate.io""]";"Quantstamp";"Ethereum"
"QSP/USD";"[""Gate.io""]";"Quantstamp";"US Dollar"
"QTUM/AUD";"[""Synthetic""]";"Qtum";"Australian Dollar"
"QTUM/BTC";"[""Binance"",""Bittrex""]";"Qtum";"Bitcoin"
"QTUM/CAD";"[""Synthetic""]";"Qtum";"Canadian Dollar"
"QTUM/CNY";"[""Synthetic""]";"Qtum";"Chinese Yuan"
"QTUM/ETH";"[""Binance"",""BitMart"",""Gate.io""]";"Qtum";"Ethereum"
"QTUM/EUR";"[""Kraken""]";"Qtum";"Euro"
"QTUM/HKD";"[""Synthetic""]";"Qtum";"Hong Kong Dollar"
"QTUM/ILS";"[""Synthetic""]";"Qtum";"Israeli Shekel"
"QTUM/INR";"[""Synthetic""]";"Qtum";"Indian Rupee"
"QTUM/JPY";"[""Bitbank""]";"Qtum";"Japanese Yen"
"QTUM/KRW";"[""Bithumb"",""Upbit""]";"Qtum";"Korean Won"
"QTUM/MXN";"[""Synthetic""]";"Qtum";"Mexican Peso"
"QTUM/MYR";"[""Synthetic""]";"Qtum";"Malaysian Ringgit"
"QTUM/PLN";"[""Synthetic""]";"Qtum";"Polish Zloty"
"QTUM/RUB";"[""Synthetic""]";"Qtum";"Russian Ruble"
"QTUM/SAR";"[""Synthetic""]";"Qtum";"Saudi Riyal"
"QTUM/SEK";"[""Synthetic""]";"Qtum";"Swedish Krona"
"QTUM/TRY";"[""Synthetic""]";"Qtum";"Turkish Lira"
"QTUM/USD";"[""Binance"",""OKEx"",""ZB.COM""]";"Qtum";"US Dollar"
"QTUM/VND";"[""Synthetic""]";"Qtum";"Vietnamese Dong"
"QTUM/ZAR";"[""Synthetic""]";"Qtum";"South African Rand"
"QUAN/BTC";"[""TradeOgre""]";"Quantis Network";"Bitcoin"
"QUAN/USD";"[""Synthetic""]";"Quantis Network";"US Dollar"
"QUICK/BTC";"[""Binance""]";"QuickSwap";"Bitcoin"
"QUICK/USD";"[""Binance"",""Coinbase Pro""]";"QuickSwap";"US Dollar"
"QUN/BTC";"[""OKEx""]";"QunQun";"Bitcoin"
"QUN/USD";"[""OKEx""]";"QunQun";"US Dollar"
"QWARK/USD";"[""Synthetic""]";"Qwark";"US Dollar"
"RACA/USD";"[""Gate.io"",""PancakeSwap""]";"Radio Caca";"US Dollar"
"RADS/BTC";"[""Bittrex""]";"Radium";"Bitcoin"
"RADS/USD";"[""Synthetic""]";"Radium";"US Dollar"
"RAD/USD";"[""Binance"",""Coinbase Pro""]";"Radicle";"US Dollar"
"RAIN/USD";"[""Synthetic""]";"Condensate";"US Dollar"
"RAY/USD";"[""Binance"",""Gate.io""]";"Raydium";"US Dollar"
"RBIES/BTC";"[""YoBit""]";"Rubies";"Bitcoin"
"RBIES/USD";"[""Synthetic""]";"Rubies";"US Dollar"
"RBN/USD";"[""Coinbase Pro""]";"Ribbon Finance";"US Dollar"
"RBT/BTC";"[""YoBit""]";"Rimbit";"Bitcoin"
"R/BTC";"[""YoBit""]";"Revain";"Bitcoin"
"RBTC/BTC";"[""Kucoin""]";"RSK Smart Bitcoin";"Bitcoin"
"RBTC/USD";"[""Synthetic""]";"RSK Smart Bitcoin";"US Dollar"
"RBT/USD";"[""Synthetic""]";"Rimbit";"US Dollar"
"RBY/BTC";"[""YoBit""]";"Rubycoin";"Bitcoin"
"RBY/USD";"[""Synthetic""]";"Rubycoin";"US Dollar"
"RCN/BTC";"[""Huobi""]";"Ripio Credit Network";"Bitcoin"
"RCN/ETH";"[""Gate.io""]";"Ripio Credit Network";"Ethereum"
"RCN/USD";"[""Gate.io""]";"Ripio Credit Network";"US Dollar"
